fips,area_name,state_abbreviation,total_2008,dem_2008,gop_2008,oth_2008,total_2012,dem_2012,gop_2012,oth_2012,total_2016,dem_2016,gop_2016,oth_2016,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,gop_pct_2016,gop_pct_2008,pct_change
26015,Barry County,MI,30565,13449,16431,685,28483,11496,16651,336,30265,9109,19197,1959,59281,59175,0.2,59173,5.3,22.9,16.9,49.7,97.1,0.5,0.5,0.5,0,1.4,2.6,94.8,89.5,1.3,2.4,91.1,17.7,4802,26.8,27063,83.5,7.1,133900,22610,2.59,25059,52186,11.7,869,9487,3,3643,3906,0,0,0,0,0,29.7,977390,72312,276150,4676,32312,86,553.09,107,0.6342970427886998,0.537575658432848,16.83403322987036
26017,Bay County,MI,57428,32589,23795,1044,51077,26797,23735,545,52932,21641,28327,2964,106179,107771,-1.5,107771,5.2,21,18.3,50.7,94.9,1.7,0.6,0.7,0,2.1,5,90.4,86.7,1.4,3.4,89,18.2,8948,20.9,48016,78.1,14.7,93800,44127,2.4,23799,45376,14.7,2245,30719,-2,5549,7382,0,1.5,0.6,0,1.9,30,1107212,0,1301043,12117,134694,62,442.3,243.7,0.5351583163303861,0.414344918854914,19.04601807102333
26019,Benzie County,MI,10309,5451,4687,171,9847,4683,5071,93,10221,4108,5539,574,17519,17525,0,17525,4.2,19.2,23.9,50.4,96,0.6,1.5,0.3,0,1.4,2.3,94,90,1.6,4.4,90.3,24.9,1955,25.2,12294,83.9,4.5,149700,7682,2.23,24831,47366,13.3,443,3039,0,1650,1918,0,0,0,0,0,24.6,0,3469,131310,7488,44171,41,319.7,54.8,0.5419234908521671,0.4546512755844408,18.177938980157894
26021,Berrien County,MI,77666,40381,36130,1155,72322,33465,38209,648,71882,29496,38646,3740,155233,156817,-1,156813,6,22.5,17.8,51.2,79.7,15.4,0.6,1.9,0.1,2.3,5.1,75.3,87.1,5.6,7.8,87.4,24.2,11674,19.8,76768,72.1,17.6,129300,60414,2.51,24013,43633,17.5,3610,51314,-2,9735,13864,8.9,0,1.7,0,1.2,28.7,2298338,689088,1622828,10150,219492,184,567.75,276.2,0.5376311176650622,0.46519712615558934,6.963742042623866
26023,Branch County,MI,18285,8413,9534,338,16278,6526,9575,177,16490,4740,11025,725,43545,45248,-3.8,45248,6.2,23.7,16.6,48.4,95.2,2.2,0.5,0.6,0,1.5,4.3,91.2,87.8,2.6,8.1,86.4,13.4,3137,24.8,20611,78,9,98000,15862,2.64,19947,41856,18.7,808,11025,1.2,2476,3288,0,0,0,0,0,18.9,1061117,0,396895,8581,44710,0,506.37,89.4,0.6685870224378411,0.521410992616899,15.638766519823788
26025,Calhoun County,MI,64196,34561,28553,1082,58231,29270,28338,623,58786,24154,31489,3143,134878,136148,-0.9,136146,6.1,23.2,16.4,51.2,83,11.1,0.8,2,0.1,3.1,4.8,79,84.5,3.6,6.1,88.8,19.5,11349,20,60677,69.7,19.4,98300,53428,2.47,22978,42110,17.8,2630,50801,5.9,6582,9618,0,0,1.6,0,0,30.5,4953967,0,1571317,11496,181995,56,706.23,192.8,0.5356547477290511,0.4447784908717054,10.282632297832105
26027,Cass County,MI,23576,12083,11114,379,22461,9587,12660,214,23272,7270,14241,1761,51608,52286,-1.3,52293,4.6,21.3,19.4,50,89.6,5.4,1.2,0.8,0,3,3.5,86.7,91.6,2,4.5,87.2,16.2,4669,25.6,25893,83.6,5,124800,19663,2.63,22743,44346,14.5,737,6650,-4.9,3016,4140,3.3,0,0,0,1.5,0,711270,0,183403,3623,27133,84,490.06,106.7,0.6119370917841183,0.4714116050220563,28.135684721972297
26029,Charlevoix County,MI,14367,6817,7306,244,14064,5936,7997,131,14567,5137,8674,756,26121,25949,0.7,25949,4.8,20.3,21.5,50.6,95.6,0.5,1.6,0.5,0,1.7,1.8,94.1,89.1,2.4,3.5,91.6,27,2356,18.8,17366,81.6,11.7,151400,10667,2.41,26947,45949,13.3,792,7728,3.8,2570,3623,0,0.7,0,0,0,28.1,698616,8387,221210,8437,60229,67,416.34,62.3,0.5954554815679275,0.5085264843043085,18.724336162058574
26031,Cheboygan County,MI,13901,6720,6920,261,13288,5829,7284,175,13647,4302,8680,665,25675,26150,-1.8,26152,4,17.8,24.7,50.2,93.2,0.6,3,0.4,0,2.8,1.4,92.2,87.7,1,2.1,87.8,16.3,2719,26.4,18286,81.1,4.8,112500,11477,2.24,23412,38410,17.8,754,4759,2.2,1899,2810,0,4.2,0,0,0,30.2,0,0,316945,11806,45986,54,715.26,36.6,0.6360372242983806,0.49780591324365153,25.4335260115607
26033,Chippewa County,MI,16708,8184,8267,257,15564,7100,8278,186,15434,5378,9120,936,38321,38673,-0.9,38520,4.8,19.1,16.1,44.9,71.6,6.9,15.6,0.9,0.1,5,1.8,70.4,82,2.8,5.1,89.8,18.5,3760,16.2,21217,70.3,11.5,101600,14605,2.33,20589,41637,17.7,808,8921,1.5,1987,2932,0,4.9,0,0,0,23.2,0,0,369455,9521,189886,38,1558.42,24.7,0.5909032007256706,0.49479291357433564,10.318132333373665
26035,Clare County,MI,14567,7496,6793,278,13492,6337,6988,167,13385,4250,8507,628,30652,30926,-0.9,30926,5.4,20,21.8,50.2,96.6,0.7,0.8,0.3,0,1.6,1.9,94.9,87.1,1,3.9,83.9,11.1,3196,26.1,23120,80.4,4.7,80000,13215,2.29,18148,32668,26.5,512,5581,4.9,1739,1926,0,0,0,0,0,22.9,192498,0,246126,8021,28898,20,564.32,54.8,0.6355621964886067,0.46632800164755955,25.23185632268512
26037,Clinton County,MI,40381,20005,19726,650,39125,18187,20630,308,40564,16490,21635,2439,77297,75382,2.5,75382,5.4,23,15.3,50.6,94.2,1.9,0.5,1.5,0.1,1.8,4.4,90.2,88.1,2.9,4.6,92.9,28.2,4812,23,30867,80.8,13.1,156300,28534,2.63,28449,60466,11.1,1306,14359,-7.4,5142,6314,0,0,0,0,1,28.1,609277,562056,631864,9061,50774,345,566.41,133.1,0.5333546987476581,0.4884970654515738,9.677582885531777
26039,Crawford County,MI,7178,3441,3561,176,6814,2994,3744,76,6833,2110,4354,369,13745,14074,-2.3,14074,4.1,18,24,49.6,96.7,0.8,0.7,0.5,0,1.3,1.8,95.2,83.6,1.7,1.6,85.4,15.2,1611,21.2,11092,82.1,3.7,96400,5781,2.37,21492,40295,16.8,302,3269,4,832,1223,0,0,0,0,0,0,152551,0,216830,14942,19605,18,556.28,25.3,0.6372018147226693,0.49609919197548064,22.269025554619493
26041,Delta County,MI,19064,9974,8763,327,18043,8330,9533,180,18467,6431,11112,924,36559,37069,-1.4,37069,5.1,20.3,21.4,50.4,94.6,0.3,2.5,0.4,0,2.2,1.1,93.7,89.7,1.2,2.3,91.4,18.2,4361,18,20193,79.3,10.2,100200,15885,2.29,22471,42676,16.4,1064,11848,-0.5,2015,3284,0,0,0,0,0,0,712562,0,459804,12298,46419,47,1171.1,31.7,0.6017219905777874,0.4596621905161561,26.80588839438549
26043,Dickinson County,MI,13311,5995,7049,267,12785,4952,7688,145,13140,3923,8580,637,25957,26168,-0.8,26168,5,20.1,20.4,49.9,96.9,0.5,0.7,0.5,0.1,1.3,1.4,95.8,88.6,1.4,2.6,93.8,20,2815,15.2,13995,81.2,8.8,85500,11432,2.25,24611,44136,12.7,883,12202,-4.5,1435,2614,0,0,0,0,0,0,0,0,417302,15399,28601,32,761.4,34.4,0.6529680365296804,0.5295620163774322,21.71939282167683
26045,Eaton County,MI,57616,30742,25900,974,54707,27912,26193,602,55686,24534,27608,3544,108579,107759,0.8,107759,5.4,21.7,16.4,51.1,88.1,7,0.5,2,0,2.4,5.3,83.6,85.2,3.5,6.1,93.4,24.6,8128,22.6,47062,72.6,20,138300,43362,2.45,26582,54115,10.8,2034,38507,3,7000,8089,3.4,0,1.4,0,0,30.9,0,914251,1326967,12383,155322,95,575.18,187.3,0.4957799087741982,0.4495279089141905,6.594594594594594
26047,Emmet County,MI,18149,8515,9314,320,17672,7225,10253,194,18774,6972,10616,1186,33204,32694,1.6,32694,4.8,20.6,19.7,50.7,92.7,0.7,3.8,0.5,0.1,2.3,1.6,91.5,86.4,2.2,3.2,93.8,31.8,2872,19.3,21346,77.4,17.9,167700,13545,2.39,29718,50929,10.9,1469,14583,7.6,3489,4688,0,0,0,0,0,24.4,254402,0,580619,17380,108399,69,467.49,69.9,0.5654628741877064,0.5131963193564384,13.978956409705813
26049,Genesee County,MI,219896,143927,72451,3518,202699,128972,71807,1920,196135,102744,84174,9217,412895,425790,-3,425790,6,23.4,15.7,51.8,75.2,20.6,0.6,1.1,0,2.5,3.2,72.6,85.1,2.3,3.4,88.7,18.9,29730,25.5,190901,70.3,16.8,91700,165669,2.51,22380,42089,21,7745,114923,1.1,28250,33627,13.2,0.7,1.6,0,0.9,35.7,12579452,3554890,4836688,11142,528674,343,636.98,668.5,0.4291635863053509,0.3294784807363481,16.180591020137758
26051,Gladwin County,MI,13241,6590,6391,260,12552,5760,6661,131,12472,3794,8124,554,25411,25692,-1.1,25692,4.7,19.3,25.1,49.7,97.7,0.5,0.6,0.3,0,0.9,1.3,96.5,89.4,1.6,4.9,83.9,11.8,2636,29.2,17628,84.5,3.9,103300,10895,2.33,20368,37626,21.4,394,3553,4.2,1600,2319,0,0,0,0,0,0,174082,9008,140155,5336,17568,41,501.78,51.2,0.6513790891597178,0.4826674722452987,27.11625723673916
26053,Gogebic County,MI,8264,4757,3330,177,7576,4058,3444,74,7313,2925,4019,369,15737,16427,-4.2,16427,3.9,16,22.9,45.6,90.7,4.5,2.7,0.5,0,1.6,1.2,89.7,86.3,1,4,91.7,18.3,1941,19.2,10739,75.5,11.9,66800,7070,2.07,20330,34252,20.3,404,4211,-1.7,841,1661,0,0,0,0,0,29.6,80116,0,137990,8543,55668,23,1101.85,14.9,0.5495692602215233,0.40295256534365925,20.690690690690694
26055,Grand Traverse County,MI,48733,23258,24716,759,47901,20875,26532,494,51460,20964,27412,3084,90782,86986,4.4,86986,5.4,20.8,17.1,50.6,94.9,1.3,1.2,0.7,0.1,1.7,2.7,92.7,85.9,2,3.4,93.3,30.4,7144,20.3,42327,75.4,15.1,168300,34655,2.45,27660,51766,11.7,3305,42016,2.4,8953,10504,0.3,0,0,0,0,24.5,1160721,424979,1570064,18415,237714,384,464.33,187.3,0.5326855810338127,0.5071717316807912,10.90791390192587
26057,Gratiot County,MI,17738,9105,8322,311,16011,7606,8236,169,16442,5665,9878,899,41665,42476,-1.9,42476,5.2,20.5,16.4,46.7,91.9,5.6,0.7,0.5,0,1.2,5.7,86.8,81.9,1.4,4.1,87.7,14,3063,22.3,16203,76.1,12.3,86600,14787,2.45,18836,40359,19.1,746,10517,-2.9,2285,3047,0,0,0,0,0,25.7,357431,0,316388,7464,40125,17,568.46,74.7,0.6007784941004743,0.46916225053557337,18.69742850276377
26059,Hillsdale County,MI,20449,8765,11221,463,19081,7106,11727,248,19880,4799,14094,987,45830,46688,-1.8,46688,5.5,22.3,17.7,50.1,97.1,0.7,0.5,0.4,0,1.3,2.1,95.2,87.5,0.7,4.9,87,15.3,3707,24.1,21652,80,8.9,103700,17642,2.55,20379,41759,19.7,780,10601,-1.9,2806,3465,0,0,0,0,0,25.3,1330797,260599,323333,6964,31369,34,598.13,78.1,0.708953722334004,0.5487309892904298,25.603778629355677
26061,Houghton County,MI,15972,7476,8101,395,14804,6530,8040,234,15623,6018,8475,1130,36495,36628,-0.4,36628,5.3,20.6,16.1,45.8,93.7,0.9,0.7,3.2,0,1.5,1.4,92.5,83,4.7,7,91,28.9,2979,14.7,18621,69.6,16.4,88400,14029,2.43,19783,35430,23,876,8650,-0.7,1863,2558,0,0,0,0,0,24.1,0,0,335452,9599,46469,34,1009.1,36.3,0.5424694360878193,0.5072001001753068,4.616713985927667
26063,Huron County,MI,17135,8367,8434,334,15274,6432,8686,156,15848,4579,10629,640,32065,33118,-3.2,33118,4.7,19.6,23.4,50.5,97.8,0.5,0.4,0.5,0,0.8,2.1,95.7,90.7,1.7,3.3,86.9,13.7,2670,20.7,21153,81.6,7.5,96100,13907,2.31,22120,40204,15.8,959,10579,0.2,2267,2973,0,0,0,0,0,0,647313,253604,323115,9727,33647,47,835.71,39.6,0.6706839979808178,0.49220892909250075,26.025610623666108
26065,Ingham County,MI,142729,93994,46483,2252,127579,80903,45365,1311,133478,81266,44354,7858,284582,280891,1.3,280895,5.7,20.4,11.9,51.5,77.1,12.2,0.7,6.1,0.1,3.8,7.6,71.1,75.7,8.5,11.8,91.1,36.5,16206,19.8,122056,59.3,28.8,120500,108823,2.41,24754,45321,21.9,6129,103894,2.5,18469,22700,0,0.8,4.4,0,2.2,31.3,0,4423721,3156158,11328,446061,315,556.12,505.1,0.3322944605103463,0.3256731287965305,-4.580169094077402
26067,Ionia County,MI,27319,12565,14156,598,25730,11016,14319,395,26364,8206,16374,1784,64294,63905,0.6,63905,5.7,23.2,13,46.3,92.5,4.9,0.6,0.5,0,1.5,4.7,88.3,84.7,1.4,3.7,87.9,14,4782,27.6,24592,78.2,12.9,111000,22152,2.67,20206,47892,15.8,884,10910,1.7,3184,3731,0,0,0,0,0,31.9,1117372,118801,446654,6976,37417,53,571.3,111.9,0.6210741920801093,0.5181741645008968,15.668267872280307
26069,Iosco County,MI,14187,7309,6583,295,13330,6242,6906,182,13349,4344,8344,661,25420,25887,-1.8,25887,4.5,17.1,27.9,50.4,96,0.6,0.8,0.7,0.1,1.8,2.1,94.2,87.2,2.4,2.7,87.4,14,3474,21.1,20392,81.3,7.5,90300,11172,2.26,22047,36236,19,612,6319,8.2,1532,2631,0,0,0,0,0,30.3,190442,0,270567,10272,27267,49,549.1,47.1,0.6250655479811221,0.46401635299922467,26.750721555521807
26071,Iron County,MI,6162,3080,2947,135,5987,2687,3224,76,5910,2004,3675,231,11387,11817,-3.6,11817,4.2,16.5,28.2,50.6,96.6,0.3,1.2,0.3,0,1.5,1.7,95.2,92.7,1.8,3.6,89.2,18.4,1476,19.5,9262,84.5,6.8,75100,5289,2.13,21499,34685,14.2,356,2541,4.7,732,993,0,0,0,0,0,0,0,18647,101386,8496,11646,20,1166.15,10.1,0.6218274111675127,0.47825381369685166,24.70308788598574
26073,Isabella County,MI,28350,16679,11220,451,24119,13038,10800,281,25344,11404,12338,1602,70616,70311,0.4,70311,4.7,17.4,11,51.4,88.9,2.7,3.8,1.9,0,2.7,3.7,86.2,68.2,3,5.5,90.1,25.3,3584,17.7,28674,58.7,29.6,119800,24817,2.58,19061,36372,31.5,1399,22174,-1.4,3530,4533,0,0,2,0,0,30.8,528739,0,705401,10577,117754,111,572.68,122.8,0.4868213383838384,0.39576719576719577,9.964349376114079
26075,Jackson County,MI,74503,37480,35692,1331,69323,32301,36298,724,69567,25795,39793,3979,159741,160248,-0.3,160248,5.5,22.1,16,48.8,87.8,8.3,0.4,0.9,0,2.5,3.4,85,82.7,1.7,3.5,89.1,18.8,12517,23.3,69077,73.1,15.8,112800,60100,2.52,22613,46615,17,2954,49019,1.1,8876,11902,2.8,0,0,0,1.1,29.2,2782988,0,1690871,10393,185386,89,701.67,228.4,0.5720097172509955,0.47906795699502036,11.489969741118466
26077,Kalamazoo County,MI,130781,77051,51554,2176,122880,69045,52660,1175,125966,67142,51031,7793,258818,250331,3.4,250331,6,22.1,13.5,51,82.1,11.4,0.5,2.6,0.1,3.3,4.7,78.5,78.8,4.8,7,92.6,34,15405,20,110316,64.7,27.9,136700,100072,2.44,25757,45775,19.1,5507,103221,0.6,15771,21093,6,0,2.1,0,0.7,31.7,7145875,1207153,2808829,11481,414648,480,561.66,445.7,0.4051172538621533,0.3942009924989104,-1.0144702641890047
26079,Kalkaska County,MI,8499,3780,4527,192,8281,3268,4897,116,8920,2279,6213,428,17394,17153,1.4,17153,5.5,21.7,19,49.2,96.4,0.6,0.9,0.4,0.1,1.7,1.9,94.7,87.6,1,1.7,85.9,12.1,1610,27.5,12113,81.2,3.1,98800,7035,2.4,20258,40140,16.3,331,3340,2,1210,1414,0,0,0,0,0,41.6,0,83354,144117,8400,13744,21,559.87,30.6,0.6965246636771301,0.5326509001058948,37.24320742213387
26081,Kent County,MI,303235,149909,148336,4990,295418,134560,157801,3057,306270,138567,147959,19744,629237,602622,4.4,602622,7,25.1,12.2,50.8,83.3,10.4,0.7,2.8,0.1,2.8,10.1,75,84,7.4,11.3,89.4,31.7,34393,21.1,248724,70.1,24.4,137500,229373,2.61,25889,51667,15.5,15615,323594,0.8,43713,52369,6,0.6,2.7,0,2,29.5,15738279,13020792,8058005,13377,925177,1711,846.95,711.5,0.483099879191563,0.48917836001780796,-0.25415273433286867
26083,Keweenaw County,MI,1410,610,756,44,1388,582,774,32,1429,527,814,88,2217,2156,2.8,2156,3.8,17.1,30.9,48.7,98.5,0.2,0.2,0,0,1.1,1,97.7,90.5,1.1,2.2,92.8,23.9,351,20.5,2474,85.9,4,101700,1014,2.08,24802,39038,15.8,63,159,-3.6,152,156,0,0,0,0,0,0,0,0,3262,1465,4385,8,540.11,4,0.56962911126662,0.5361702127659574,7.671957671957674
26085,Lake County,MI,5292,2919,2269,104,5287,2752,2487,48,5328,1939,3159,230,11341,11539,-1.7,11539,3.5,16.9,26.2,49.2,87.2,9.1,0.9,0.2,0,2.6,2.5,85.3,88.1,0.9,2.1,80.3,8.4,1272,25.2,14925,81.3,2.2,79700,4096,2.72,16202,29379,27.9,161,1138,1.6,636,805,0,0,0,0,0,15.9,0,0,53307,4801,7788,54,567.37,20.3,0.5929054054054054,0.42876039304610736,39.22432789775232
26087,Lapeer County,MI,45362,21457,22831,1074,43025,18786,23725,514,45126,12734,30037,2355,88153,88316,-0.2,88319,4.8,22,15.9,49.3,96.4,1.2,0.5,0.5,0,1.3,4.5,92.3,88.9,2.7,4.1,90.2,17,6550,32.8,36204,83.1,7.7,137600,32684,2.65,23907,52939,11,1574,17109,0.6,6300,7591,0,0,0,0,1.2,0,1142583,170050,799900,8707,72559,120,643.01,137.4,0.6656251385010858,0.503306732507385,31.562349437168756
26089,Leelanau County,MI,14464,7355,6938,171,14164,6576,7483,105,14757,6774,7239,744,21915,21708,1,21708,3.8,17.4,27.7,50.8,93.6,0.5,3.6,0.6,0,1.7,4.1,90.6,90.9,3.1,5.3,94.2,39.2,2225,22.2,15221,85.1,9.1,235600,9103,2.34,31462,55018,11.2,737,4366,9.7,2749,3437,0,0,0,0,0,27.1,0,17144,128208,5857,40646,113,347.17,62.5,0.49054685911770685,0.47967367256637167,4.338426059383105
26091,Lenawee County,MI,47734,24640,22225,869,44619,21774,22351,494,45895,16750,26428,2717,99047,99892,-0.8,99892,5.6,21.9,16.8,49.4,94.1,2.8,0.6,0.5,0,1.9,7.7,87.2,84.3,2,4.8,89.1,19.3,7598,26.6,43454,77.8,12.5,116900,37754,2.5,22395,47766,14.1,1812,22990,0.6,5890,7725,0,0,0,0,0,27.3,2230840,451920,944698,9336,94196,92,749.56,133.3,0.5758361477285108,0.4656010390916328,18.911136107986493
26093,Livingston County,MI,99638,42349,55592,1697,97959,37186,60000,773,105577,34378,65665,5534,185596,180967,2.6,180967,5,23.1,14.7,50,96.7,0.6,0.4,0.9,0,1.3,2.2,94.8,89.7,3,3.8,94.4,32.9,12150,31.4,74217,85.1,9.1,183100,67691,2.68,32129,72359,6.2,4159,47463,0.9,14183,17856,0.3,0.4,1.5,0,0,29.1,2715794,1293290,2059768,11260,180995,736,565.25,320.2,0.6219631169667635,0.5579397418655533,18.119513599078996
26095,Luce County,MI,2740,1191,1490,59,2477,951,1501,25,2576,681,1756,139,6426,6631,-3.1,6631,4.2,16.5,20.1,41.5,79.9,11.5,5,0.2,0,3.2,1.4,78.9,85.4,2,3.7,85.8,12.7,597,14.2,4338,75.1,5.7,79400,2427,2.25,18768,39469,18.6,162,1431,2.8,335,444,0,9,0,0,0,11,0,0,74036,11044,7374,13,899.08,7.4,0.6816770186335404,0.5437956204379562,17.85234899328858
26097,Mackinac County,MI,6396,3027,3268,101,6097,2652,3396,49,6088,2085,3740,263,11042,11113,-0.6,11113,3.8,16.8,25.5,48.6,75.4,1.6,17.4,0.4,0,5.2,1.6,74.2,87.6,2,4.4,88.3,18.5,1265,19.6,11013,76.8,10,119300,5000,2.17,22622,38704,15.3,449,1995,0.9,916,1202,0,0,0,0,0,21,0,0,155835,14289,56481,27,1021.57,10.9,0.614323258869908,0.5109443402126329,14.443084455324362
26099,Macomb County,MI,419216,223784,187663,7769,403388,207992,191896,3500,418773,176238,224589,17946,860112,840987,2.3,840978,5.4,21.9,15.6,51.4,82.9,11,0.3,3.6,0,2.2,2.5,80.8,88.1,10.3,13.6,88.2,22.5,55720,26.8,361273,75.5,17.7,123100,332818,2.52,26748,53451,12.5,18338,281325,3.4,59636,66632,4.7,0.5,3.3,0,1.2,27,23588483,5611118,10007613,12074,1120853,1850,479.22,1754.9,0.5363024836844782,0.44765228426395937,19.676761002435207
26101,Manistee County,MI,13009,7235,5510,264,12385,6467,5736,182,12598,4979,6915,704,24420,24733,-1.3,24733,3.8,17.8,23.4,48.3,92,3.3,2.2,0.4,0.1,2,3,89.4,85.9,1.4,4.1,88.8,19.1,2825,19.5,15639,79.1,8.3,109900,10571,2.2,22702,41551,16.9,560,5402,1.2,1688,2239,0,1.3,0,0,0,27.5,391221,0,225381,9096,26791,47,542.15,45.6,0.5488966502619463,0.42355292489814744,25.499092558983662
26103,Marquette County,MI,33185,19635,12906,644,32144,18126,13609,409,32897,16042,14646,2209,67676,67077,0.9,67077,4.9,18.1,16.6,49.6,93.7,1.7,1.9,0.6,0,2.1,1.5,92.5,84,1.3,3.6,93.5,29.1,6516,18,34495,70.2,19.8,126600,26436,2.38,23789,45622,15.7,1640,21508,1.5,3390,5273,0,0,0,0,0,0,310442,162446,729823,11200,100271,142,1808.4,37.1,0.4452077697054443,0.3889106524031942,13.48210134821013
26105,Mason County,MI,15223,7817,7147,259,14588,6856,7580,152,14658,5281,8505,872,28824,28705,0.4,28705,5.3,20.7,21.2,50.4,95.7,0.9,1.1,0.6,0,1.7,4.6,91.6,84.7,1.8,4.4,89.5,19.8,2607,17.9,17287,74.1,13.1,117000,12470,2.26,23183,41136,16.2,743,9112,4,2002,3011,0,0,0,0,0,25.7,518341,148639,330426,11540,39650,46,495.07,58,0.5802292263610315,0.4694869605202654,19.000979431929487
26107,Mecosta County,MI,18664,9101,9238,325,16879,7515,9175,189,17149,5827,10305,1017,43186,42798,0.9,42798,4.8,18.9,16.9,49.9,93.2,3,0.7,0.9,0,2.2,2.1,91.5,80.3,2.1,4.1,89.8,21.6,3475,22.5,21101,72.9,11.1,112200,15536,2.55,19336,39470,22.9,751,9299,-6.5,2215,3150,0,0,0,0,0,0,668177,0,474988,11352,44055,79,555.07,77.1,0.6009096740334713,0.49496356622374627,11.550119073392517
26109,Menominee County,MI,11072,5981,4855,236,10922,5244,5565,113,10765,3539,6704,522,23714,24029,-1.3,24029,4.7,19.7,21.6,49.4,94.7,0.6,2.8,0.4,0,1.5,1.7,93.4,89.3,1,2.7,90.2,14.4,2598,20.2,14154,80.8,9.1,95300,10787,2.18,22331,41739,13.6,458,5318,4.8,1339,1946,0,0,0,0,0,0,418452,0,166886,6914,17217,47,1044.08,23,0.6227589410125406,0.4384934971098266,38.0844490216272
26111,Midland County,MI,43707,20701,22263,743,41808,17480,23942,386,42379,15655,23877,2847,83427,83629,-0.2,83629,5.2,21.9,16.4,50.8,94.2,1.4,0.5,2.4,0.1,1.4,2.5,92,85.4,3.8,4.9,92.2,32.3,5991,19.9,36274,75.4,14.7,128600,33717,2.45,29536,53076,13.4,1747,36377,-1,4875,6488,0,0,2.3,0,0,30.5,2821268,0,869266,10524,108035,262,516.25,162,0.5634158427523066,0.5093692085935891,7.2496968063603395
26113,Missaukee County,MI,7492,2898,4469,125,7024,2274,4665,85,7301,1565,5386,350,15037,14849,1.3,14849,6.1,23.2,19.1,49.2,96.6,0.5,0.8,0.5,0,1.6,2.6,94.6,89.1,1.6,3.3,86,13,1237,23.1,9068,80.8,3,99400,5891,2.5,20305,41061,15.1,289,2101,11,1095,1603,0,0,0,0,0,17.5,0,0,91893,6143,9446,19,564.73,26.3,0.7377071634022737,0.5965029364655633,20.519131796822563
26115,Monroe County,MI,76422,39180,35858,1384,72682,36310,35593,779,74101,26859,43255,3987,149824,152021,-1.4,152021,5.4,22.4,15.7,50.6,94.8,2.4,0.4,0.7,0,1.7,3.4,91.8,89.4,2,3.7,89.3,18,11417,24.7,63502,79.2,13.1,139100,58702,2.55,25939,53972,12.3,2303,35969,4.2,8193,10419,1.7,0.7,1.3,0,0.7,28.9,3502955,0,1465317,9555,171549,239,549.39,276.7,0.5837303140308497,0.4692104367852189,20.628590551620274
26117,Montcalm County,MI,27051,13208,13291,552,25383,11431,13624,328,26556,7874,16907,1775,62893,63342,-0.7,63342,5.6,22.9,16,48.5,95,2.4,0.6,0.5,0.1,1.5,3.4,92.1,88,1.3,3.4,87.4,13.4,4911,30.2,28088,79.2,7.3,95000,23400,2.59,18969,40451,18.6,1004,11850,0.6,3612,4483,0,0,0,0,0,27.8,388978,124840,563109,8962,45828,67,705.4,89.8,0.6366546166591354,0.4913311892351484,27.206380257316987
26119,Montmorency County,MI,5360,2403,2841,116,5051,2049,2928,74,5008,1286,3498,224,9300,9765,-4.8,9765,3.6,15.2,29.4,49,97.4,0.4,0.6,0.2,0,1.4,1.3,96.2,89.5,1,2.4,84.9,9.9,1323,26.1,9548,85.8,1.7,93700,4128,2.29,19661,35261,18.1,204,1597,9.8,584,854,0,0,0,0,0,30.1,0,0,70129,6862,7882,0,546.66,17.9,0.6984824281150159,0.5300373134328358,23.125659978880677
26121,Muskegon County,MI,84271,53821,29145,1305,76054,44436,30882,736,77114,36640,35962,4512,172344,172188,0.1,172188,6.1,23.8,15.1,50.3,81.1,14.4,1,0.7,0,2.7,5.3,76.8,83.4,1.9,4.2,88,17.2,13255,21,73310,74.4,14.3,100900,65008,2.54,20621,40979,19.9,3134,50724,0.3,9498,11233,5,0,0.7,0,1.2,27.3,3675844,0,1656745,9507,220979,181,499.25,344.9,0.4663485229659984,0.34584851253693444,23.389946817635952
26123,Newaygo County,MI,23105,10790,11862,453,21424,8723,12458,243,22605,6212,15174,1219,47900,48460,-1.2,48460,5.7,23.2,17.9,49.7,95.9,1.3,0.8,0.4,0,1.5,5.9,90.6,89,2.3,5.2,85.9,12.9,4144,28.7,24910,84.1,4.8,104100,18156,2.61,20623,42571,18.6,785,9561,4.8,2739,4235,0,0,0,0,0,30.1,560828,71682,355262,7213,32121,46,813.2,59.6,0.6712674187126741,0.513395368967756,27.921092564491644
26125,Oakland County,MI,659068,372566,276956,9546,650306,349055,296531,4720,663255,342976,289127,31152,1237868,1202362,3,1202362,5.5,22.1,15.1,51.4,76.5,14.5,0.3,6.5,0,2.1,3.8,73.3,86,11.4,14,92.7,43.1,67718,26.1,533047,71.5,22.3,170500,486332,2.47,36458,65594,10.3,38381,644865,3,108991,128040,8.3,0.5,4.7,0,1,28.6,25885162,29825742,18183680,15131,2284814,2458,867.66,1385.7,0.4359213273929333,0.42022370984481117,4.394560868874486
